,City,Date,Officer-defined ethnicity,Type,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
2207,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2208,London,2020-10,Other,Person search,Other ethnic group - Any other ethnic group,Male,18-24,False,Arrest
2209,London,2020-10,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
2210,London,2020-10,Black,Person search,Other ethnic group - Not stated,Female,25-34,False,A no further action disposal
2211,London,2020-10,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,Khat or Cannabis warning
2212,London,2020-10,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2213,London,2020-10,Asian,Person and Vehicle search,Other ethnic group - Any other ethnic group,Male,25-34,False,Arrest
2214,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2215,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2216,London,2020-10,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2217,London,2020-10,Asian,Person search,Asian/Asian British - Indian,Male,25-34,False,Arrest
2218,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2219,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,25-34,False,Caution (simple or conditional)
2220,London,2020-10,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2221,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,True,A no further action disposal
2222,London,2020-10,Asian,Person search,Asian/Asian British - Pakistani,Male,25-34,True,A no further action disposal
2223,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2224,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2225,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2226,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2227,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2228,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
2229,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2230,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2231,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2232,London,2020-10,White,Person search,White - Any other White background,Female,over 34,False,Khat or Cannabis warning
2233,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,Arrest
2234,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2235,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,Khat or Cannabis warning
2236,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2237,London,2020-10,Asian,Person search,Asian/Asian British - Pakistani,Male,over 34,False,Penalty Notice for Disorder
2238,London,2020-10,Black,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
2239,London,2020-10,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2240,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
2241,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
2242,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
2243,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
2244,London,2020-10,Asian,Person search,Asian/Asian British - Indian,Male,18-24,False,A no further action disposal
2245,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2246,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,Penalty Notice for Disorder
2247,London,2020-10,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
2248,London,2020-10,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2249,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2250,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2251,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2252,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2253,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2254,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2255,London,2020-10,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,A no further action disposal
2256,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2257,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2258,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2259,London,2020-10,White,Person search,White - Irish,Male,over 34,False,A no further action disposal
2260,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2261,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,over 34,False,A no further action disposal
2262,London,2020-10,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
2263,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2264,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2265,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2266,London,2020-10,Asian,Person search,Asian/Asian British - Indian,Male,18-24,False,A no further action disposal
2267,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2268,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2269,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2270,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2271,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
2272,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2273,London,2020-10,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
2274,London,2020-10,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
2275,London,2020-10,White,Person search,White - Any other White background,Male,25-34,False,Arrest
2276,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2277,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2278,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,25-34,True,A no further action disposal
2279,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2280,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2281,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2282,London,2020-10,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2283,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
2284,London,2020-10,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2285,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2286,London,2020-10,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2287,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2288,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2289,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Community resolution
2290,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2291,London,2020-10,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
2292,London,2020-10,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
2293,London,2020-10,Black,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
2294,London,2020-10,Other,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
2295,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2296,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,A no further action disposal
2297,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
2298,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2299,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2300,London,2020-10,White,Person search,White - Any other White background,Female,18-24,False,Arrest
2301,London,2020-10,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2302,London,2020-10,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2303,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2304,London,2020-10,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
2305,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2306,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,A no further action disposal
2307,London,2020-10,Asian,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2308,London,2020-10,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2309,London,2020-10,Asian,Person and Vehicle search,Asian/Asian British - Pakistani,Male,25-34,False,A no further action disposal
2310,London,2020-10,Asian,Person search,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
2311,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2312,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,A no further action disposal
2313,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2314,London,2020-10,White,Person search,White - Any other White background,Male,18-24,False,Khat or Cannabis warning
2315,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2316,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2317,London,2020-10,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
2318,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2319,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2320,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2321,London,2020-10,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
2322,London,2020-10,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2323,London,2020-10,White,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2324,London,2020-10,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
2325,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2326,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2327,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2328,London,2020-10,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2329,London,2020-10,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
2330,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2331,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,Community resolution
2332,London,2020-10,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,Khat or Cannabis warning
2333,London,2020-10,Black,Person and Vehicle search,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,over 34,False,A no further action disposal
2334,London,2020-10,Other,Person and Vehicle search,Other ethnic group - Not stated,Female,over 34,False,A no further action disposal
2335,London,2020-10,White,Person search,Other ethnic group - Not stated,Female,over 34,False,Arrest
2336,London,2020-10,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2337,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2338,London,2020-10,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,True,A no further action disposal
2339,London,2020-10,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
2340,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2341,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2342,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2343,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2344,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2345,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2346,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2347,London,2020-10,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,A no further action disposal
2348,London,2020-10,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
2349,London,2020-10,White,Person search,White - Any other White background,Female,18-24,False,Caution (simple or conditional)
2350,London,2020-10,Black,Person search,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,18-24,False,Khat or Cannabis warning
2351,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
2352,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2353,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2354,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,Arrest
2355,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2356,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2357,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2358,London,2020-10,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2359,London,2020-10,White,Person search,Other ethnic group - Not stated,Female,over 34,False,A no further action disposal
2360,London,2020-10,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,Khat or Cannabis warning
2361,London,2020-10,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
2362,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
2363,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
2364,London,2020-10,White,Person search,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,25-34,False,Khat or Cannabis warning
2365,London,2020-10,White,Person search,White - Any other White background,Female,25-34,False,A no further action disposal
2366,London,2020-10,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2367,London,2020-10,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2368,London,2020-10,Asian,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,Arrest
2369,London,2020-10,Black,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2370,London,2020-10,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
2371,London,2020-10,Other,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2372,London,2020-10,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2373,London,2020-11,Asian,Person and Vehicle search,Asian/Asian British - Bangladeshi,Male,25-34,False,A no further action disposal
2374,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2375,London,2020-11,White,Person search,White - Any other White background,Male,over 34,False,A no further action disposal
2376,London,2020-11,White,Person search,Other ethnic group - Not stated,Female,18-24,False,A no further action disposal
2377,London,2020-11,Asian,Person search,Asian/Asian British - Any other Asian background,Male,25-34,False,Arrest
2378,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
2379,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2380,London,2020-11,Asian,Person search,Asian/Asian British - Bangladeshi,Male,over 34,False,A no further action disposal
2381,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2382,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
2383,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2384,London,2020-11,White,Person search,White - Irish,Male,10-17,False,A no further action disposal
2385,London,2020-11,White,Person and Vehicle search,White - Any other White background,Male,18-24,False,Arrest
2386,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2387,London,2020-11,White,Person search,White - Any other White background,Male,10-17,False,Arrest
2388,London,2020-11,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2389,London,2020-11,Other,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,Arrest
2390,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,Khat or Cannabis warning
2391,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
2392,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
2393,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
2394,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
2395,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2396,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2397,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
2398,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,18-24,False,Khat or Cannabis warning
2399,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2400,London,2020-11,White,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2401,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Khat or Cannabis warning
2402,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
2403,London,2020-11,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2404,London,2020-11,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2405,London,2020-11,Asian,Person and Vehicle search,Asian/Asian British - Any other Asian background,Male,25-34,False,A no further action disposal
2406,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,Arrest
2407,London,2020-11,Asian,Person search,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
2408,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,True,Arrest
2409,London,2020-11,Asian,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2410,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2411,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2412,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2413,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
2414,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2415,London,2020-11,Other,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
2416,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,18-24,False,Arrest
2417,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2418,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,10-17,False,A no further action disposal
2419,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
2420,London,2020-11,White,Person and Vehicle search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2421,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
2422,London,2020-11,White,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,Arrest
2423,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,10-17,False,A no further action disposal
2424,London,2020-11,White,Person and Vehicle search,White - Any other White background,Male,25-34,False,A no further action disposal
2425,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2426,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2427,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2428,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
2429,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2430,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
2431,London,2020-11,Other,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2432,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,25-34,False,Arrest
2433,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
2434,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2435,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
2436,London,2020-11,Other,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2437,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,A no further action disposal
2438,London,2020-11,Black,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2439,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2440,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
2441,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2442,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
2443,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,Community resolution
2444,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,25-34,False,A no further action disposal
2445,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2446,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2447,London,2020-11,White,Person search,White - Any other White background,Male,25-34,False,A no further action disposal
2448,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2449,London,2020-11,Other,Person search,Other ethnic group - Any other ethnic group,Male,25-34,False,Khat or Cannabis warning
2450,London,2020-11,Asian,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2451,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2452,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,Khat or Cannabis warning
2453,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2454,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2455,London,2020-11,Asian,Person search,Asian/Asian British - Indian,Male,over 34,False,Khat or Cannabis warning
2456,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
2457,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - African,Male,over 34,False,A no further action disposal
2458,London,2020-11,Other,Person and Vehicle search,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
2459,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
2460,London,2020-11,White,Person and Vehicle search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Community resolution
2461,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
2462,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2463,London,2020-11,Black,Person and Vehicle search,Black/African/Caribbean/Black British - Caribbean,Male,over 34,False,Arrest
2464,London,2020-11,Asian,Person search,Other ethnic group - Not stated,Male,over 34,False,Summons / charged by post
2465,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2466,London,2020-11,White,Person search,Other ethnic group - Not stated,Female,25-34,False,A no further action disposal
2467,London,2020-11,White,Person search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2468,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2469,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - Caribbean,Male,25-34,False,Arrest
2470,London,2020-11,White,Person search,White - Any other White background,Male,10-17,False,A no further action disposal
2471,London,2020-11,Black,Person search,Asian/Asian British - Bangladeshi,Male,10-17,False,A no further action disposal
2472,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
2473,London,2020-11,Black,Person search,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
2474,London,2020-11,Asian,Person and Vehicle search,Asian/Asian British - Pakistani,Male,25-34,False,A no further action disposal
2475,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
2476,London,2020-11,White,Person search,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
2477,London,2020-11,White,Person search,White - Any other White background,Female,over 34,False,Arrest
2478,London,2020-11,White,Person search,White - Any other White background,Male,18-24,False,A no further action disposal
2479,London,2020-11,Asian,Person search,Asian/Asian British - Any other Asian background,Male,18-24,False,Khat or Cannabis warning
2480,London,2020-11,White,Person and Vehicle search,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
2481,London,2020-11,Black,Person search,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,25-34,False,A no further action disposal
